Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Indonesia,IDN,21.3868,26.0034,22.9769,22.7644,22.376,24.6697,23.3763,24.5415,27.5643,33.3644,35.7936,38.9556,43.3048,49.0939,51.2191,53.9194,61.7604,82.3667,93.857,95.0185,94.7071,100.0785,105.3217,104.871,112.0928,121.1465,121.6411,123.2716,132.0542,130.8598,149.4436,179.5836,202.4104,218.422,221.2323,224.7571,253.0835,278.431,210.0388,241.791,263.2034,294.6662,306.4863,316.533,337.3591,341.712,344.8374,375.2376,412.0498,452.7348,436.6242,563.5232,601.7966,616.6048,640.5516
Iran,IRN,37.3618,36.5118,37.4314,41.3079,47.5221,53.7216,64.109,67.8866,82.3374,83.0482,91.9444,101.8006,106.3073,129.7935,144.1381,139.5324,156.7826,164.1032,162.4544,164.0043,120.9157,112.8952,138.0339,149.7916,150.6893,160.7983,148.447,159.6112,176.1395,191.1875,210.9621,227.8495,228.8864,237.5738,265.607,273.3051,276.5001,269.7583,308.9778,382.4007,372.398,398.5003,401.8492,418.5167,447.1143,468.9444,509.4719,520.7607,545.947,556.5836,571.137,586.1191,588.6039,599.5135,615.7352
Iraq,IRQ,8.2587,8.713,9.0244,9.3872,9.0684,19.2983,27.6815,18.3786,19.7013,22.6069,23.8893,28.8393,29.5282,30.62,30.9168,33.1299,48.7605,43.6749,42.2826,52.9485,45.5215,32.0966,30.5981,38.7175,40.1721,44.6385,47.7126,52.8385,67.8719,73.1921,52.5124,47.3828,61.6212,66.7471,74.9838,77.838,69.4438,68.253,72.3127,72.2248,72.386,85.2723,87.1885,91.0431,113.9907,113.4301,98.6898,62.1048,93.0729,104.2115,111.3563,133.5455,136.497,138.206,137.03
Ireland,IRL,11.1715,12.355,13.1098,13.4505,14.22,13.7217,15.0993,16.4001,17.807,18.4995,19.3972,22.4786,22.0353,22.8414,23.2847,22.0353,22.2771,23.5485,23.5522,27.3664,26.2342,26.0181,25.5271,25.6883,25.5088,26.7032,28.5023,30.173,29.8176,29.9935,32.424,33.2063,33.0742,33.2068,34.4223,35.2325,36.8399,38.2557,40.2707,41.907,44.6892,47.0983,45.6761,45.1512,45.8055,47.6269,47.2272,47.2136,47.0057,41.7496,41.2921,37.7163,38.0114,36.2241,35.8997
Israel,ISR,6.4633,7.0642,7.9362,8.2037,9.1417,12.9339,13.5861,13.5312,13.7986,14.8062,16.5649,16.2352,16.9204,19.2946,19.4302,19.6317,19.5951,19.8772,21.1596,21.002,21.1303,21.1962,24.0615,23.9186,23.7244,24.8492,26.6043,27.3628,30.0265,31.7302,36.5081,36.9917,43.041,45.3567,48.6652,51.4316,53.3918,56.2131,57.4259,56.0445,60.2142,63.5484,59.7708,62.8449,59.038,56.9899,62.5335,62.7753,68.2127,64.4204,68.8356,69.4658,73.2916,68.3913,67.1876
Italy,ITA,109.2678,124.4478,146.3365,164.6455,175.8134,189.612,214.0729,234.2359,249.2912,269.7876,296.4982,311.3337,328.7011,354.0303,359.1123,342.0307,367.0119,355.8843,372.9292,387.1492,388.6515,377.7108,369.3788,361.0689,367.349,371.83,366.1545,383.357,389.4612,408.5726,434.6563,434.1564,433.8676,427.1702,419.904,444.9437,438.3034,442.3717,453.5241,458.8248,462.2777,468.284,470.5309,486.5597,489.367,488.078,483.5336,475.4364,463.6956,414.8098,424.9932,413.3794,386.6667,355.7462,326.8158
Jamaica,JAM,1.4693,2.1288,2.1178,2.3963,4.0634,2.9898,3.5174,3.8655,3.8802,4.2686,4.9904,5.7488,6.2838,8.2916,7.5955,8.1817,7.2767,7.4416,9.1124,8.5298,8.4455,7.4086,6.2141,6.445,5.1406,5.0417,4.547,5.3788,4.525,6.7234,7.9582,8.1671,8.0901,8.4089,8.6251,9.6949,10.1896,10.6219,9.7206,9.7646,10.3105,10.6183,10.2922,10.7135,10.7062,10.6366,12.0106,13.4689,11.952,8.5848,7.1851,7.7494,7.7388,7.6533,7.7506
Japan,JPN,232.5907,282.8864,292.9808,324.9565,359.0244,386.6033,419.3998,489.4811,562.1052,653.4231,768.1942,796.8907,852.6751,914.9997,915.1243,869.3609,908.159,934.4482,903.1467,954.8384,946.7959,928.846,899.4644,883.1156,939.3617,914.648,914.5857,904.9933,988.2724,1024.7109,1141.1377,1150.0715,1158.5444,1150.8771,1210.6604,1223.6873,1236.5818,1231.4775,1195.8701,1230.7973,1251.4607,1236.3205,1273.3966,1278.505,1277.8836,1282.1284,1262.9707,1296.1546,1213.8317,1141.4629,1191.0673,1240.6319,1275.6107,1267.9993,1232.0397
Jordan,JOR,0.74379,0.97829,1.0479,1.2201,1.2421,1.4216,1.5828,1.4143,1.5059,1.7587,1.5572,1.6561,1.9163,2.2021,2.2277,2.4915,2.9495,3.162,3.6384,3.7922,4.7229,5.8587,6.2874,7.3573,8.3466,8.5335,9.2736,9.6546,9.3066,9.226,10.3948,9.7902,12.2561,12.0912,13.6228,13.5458,14.176,14.4068,14.5314,14.5571,15.4951,15.9897,16.8727,17.4553,19.225,21.0424,21.1046,22.017,21.3318,21.8741,21.1633,22.2405,23.2259,23.5318,23.3166
Kazakhstan,KAZ,111.5126,114.9993,120.697,129.4397,137.6593,146.0305,154.2162,161.2559,165.7865,172.656,181.601,192.7476,202.8325,211.4382,219.5317,230.8027,239.7066,247.879,256.4049,258.5387,268.73,263.6529,268.638,272.4891,274.9415,296.5167,297.3266,309.8526,318.3678,311.6993,267.298,257.1561,234.2008,204.309,170.0498,163.3245,150.1274,142.2131,148.4303,109.5825,132.9859,126.4935,144.2546,160.1466,167.7137,180.6455,201.6157,205.8064,186.4033,206.7306,226.0832,217.5205,222.2566,207.6782,208.0101
Kenya,KEN,2.4256,2.3999,2.6234,2.8543,2.8249,2.4659,2.682,2.7004,2.8176,3.1291,3.0814,3.6823,3.8692,3.9168,4.9464,4.972,4.6056,5.0527,5.3201,5.0343,6.1922,6.5219,4.6899,4.6569,4.3162,3.7666,4.1586,5.1699,4.7852,5.1882,5.8184,4.8365,5.5363,6.3424,6.5512,7.5478,9.3212,8.2587,10.0284,10.1639,10.4094,9.3615,7.9619,6.7491,7.6175,8.5554,9.5667,9.8232,10.2336,12.3404,12.41,13.5568,14.3474,14.9122,15.3499
Kiribati,KIR,,0.007328,0.010992,0.01832,0.01832,0.010992,0.010992,0.021984,0.032976,0.010992,0.021984,0.029312,0.025648,0.03664,0.032976,0.032976,0.032976,0.021984,0.021984,0.025648,0.029312,0.029312,0.025648,0.021984,0.021984,0.021984,0.01832,0.021984,0.021984,0.021984,0.021984,0.021984,0.021984,0.021984,0.021984,0.021984,0.03664,0.029312,0.032976,0.029312,0.032976,0.025648,0.040304,0.040304,0.043968,0.062288,0.069616,0.051296,0.05496,0.040304,0.062288,0.062288,0.064494,0.065067,0.067464
Kuwait,KWT,7.797,9.9734,14.2786,17.012,25.3146,35.3906,35.1231,25.4208,22.4237,26.8095,25.0215,27.1173,27.6119,24.2227,19.3129,16.8141,18.4592,17.2061,20.9837,17.6532,24.6551,25.1937,21.1523,21.592,28.3447,29.1361,35.2916,31.4444,32.8881,35.8559,48.2732,10.1823,21.068,33.2471,38.875,54.7768,50.1125,54.8757,51.7027,53.978,53.5164,57.5944,58.1807,59.8734,63.4825,71.4883,73.7087,75.1743,82.6635,85.5654,90.7719,90.9551,96.7228,99.0797,101.8339
Kyrgyzstan,KGZ,4.6352,4.7801,5.017,5.3804,5.722,6.07,6.4103,6.7029,6.8912,7.1767,7.5486,8.0119,8.4311,8.7888,9.1252,9.5937,9.9638,10.3035,10.6579,10.7466,11.1702,10.9592,11.1664,11.3265,11.4284,12.3252,12.3589,12.8795,13.2335,12.9563,12.1477,11.7087,10.8528,8.299,6.0456,4.4334,5.5839,5.4777,5.8184,4.558,4.525,3.7776,4.8438,5.3238,5.7195,5.2432,5.1699,5.899,5.6829,6.3497,6.1482,6.6099,6.2997,6.362,6.1372
Laos,LAO,0.080608,0.11358,0.1319,0.14656,0.17221,0.17954,0.2345,0.31877,0.16854,0.31877,0.57158,0.42136,0.48731,0.51662,0.29312,0.25282,0.2235,0.23083,0.23083,0.2235,0.18686,0.15022,0.15755,0.17954,0.1832,0.20152,0.20885,0.20885,0.20885,0.2345,0.2345,0.25282,0.27846,0.27846,0.30045,0.37739,0.50563,0.63754,0.71814,0.9563,0.97096,0.90134,1.1761,1.1285,1.4216,1.4326,1.5792,0.93798,0.97829,0.98562,1.2714,1.2018,1.2371,1.2537,1.2868
Latvia,LVA,5.7776,5.9582,6.2534,6.7064,7.1323,7.566,7.9901,8.3548,8.5896,8.9455,9.4089,9.9864,10.509,10.9548,11.3742,11.9581,12.4194,12.8429,13.2846,13.3951,13.9232,13.6601,13.9184,14.1179,14.245,15.3628,15.4048,16.0538,16.495,16.1495,19.0523,17.4784,14.0032,11.7372,10.2276,9.0354,9.1238,8.5952,8.2109,7.6112,6.9681,7.3949,7.4113,7.6227,7.6554,7.7449,8.2264,8.5427,8.1063,7.4183,8.5004,7.7509,7.4337,7.1808,7.1193
Lebanon,LBN,2.5795,2.682,2.8543,3.0265,3.2646,3.3159,3.6274,3.5687,3.697,4.3492,3.9461,5.3348,5.7232,7.1668,7.2254,6.4267,6.1225,5.5693,5.7085,6.1519,6.1738,6.346,6.1079,7.3133,7.0459,8.0498,7.753,7.9619,7.6541,8.0461,9.094,9.4934,11.3511,11.6515,12.7324,13.6154,13.795,15.6416,16.6419,16.4807,15.2716,16.1912,16.0227,18.2028,16.8214,16.2315,14.4838,13.5092,17.2538,20.8958,20.0751,20.4708,20.9036,20.9243,20.6995
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.418,1.4436,1.4729,2.0812,2.1105,2.257,2.1984,2.1421,2.4847,2.6596
Liberia,LBR,0.16488,0.16122,0.25282,0.35541,0.48365,0.55693,0.61189,0.61189,0.88302,1.2714,1.4509,1.5242,1.5059,1.4803,1.7221,1.4839,1.4766,1.4729,1.5059,1.9456,2.0408,1.9383,0.6009,0.71082,0.69982,0.72181,0.72914,0.76578,0.81707,0.66685,0.48365,0.28579,0.28946,0.32243,0.31877,0.33342,0.34442,0.35541,0.38838,0.4067,0.43602,0.50197,0.50197,0.53128,0.62654,0.74013,0.75845,0.67784,0.57525,0.52762,0.80242,0.89035,0.96445,0.99365,1.0212
Libya,LBY,0.6925,1.1945,1.0479,1.4619,0.66318,1.0149,2.6271,18.4922,30.1144,35.5225,32.3055,21.6286,15.2203,14.5754,9.3395,11.5709,17.9023,20.0897,21.2219,26.0107,26.8828,28.788,30.7373,30.3892,28.6012,31.3932,34.0312,32.54,36.3689,37.2922,36.7499,42.8285,37.2299,38.9153,44.0962,45.9832,44.1219,44.939,45.4373,44.5836,47.0751,48.0607,47.7932,49.1269,50.3177,52.0654,54.4654,53.1866,55.898,62.266,66.0033,38.9886,40.7441,40.765,41.2044
Lithuania,LTU,9.4519,9.7475,10.2304,10.9715,11.6682,12.3777,13.0716,13.6683,14.0523,14.6345,15.3927,16.3375,17.1923,17.9218,18.6078,19.5631,20.3178,21.0105,21.7332,21.9141,22.7779,22.3475,22.7701,23.0965,23.3044,25.1331,25.2018,26.2635,26.9852,26.42,35.785,37.8906,21.2126,16.3569,15.7505,15.0623,15.7127,15.1175,15.9281,13.4504,11.8335,12.5556,12.6536,12.6506,13.2257,13.9846,14.3587,15.7213,15.0791,12.8933,13.6919,14.0292,14.182,13.0123,12.3917
Luxembourg,LUX,11.5086,11.5819,11.5416,11.439,12.2964,12.1938,11.6112,11.3511,12.2597,13.1831,13.7363,13.1904,13.4835,14.1577,14.3995,11.8347,11.8311,10.9187,11.8384,12.1132,11.0176,9.4201,8.8522,8.2843,8.9218,9.16,9.0024,8.6617,8.9218,9.651,11.9503,12.472,12.2422,12.3639,11.5502,9.2101,9.2588,8.5611,7.6726,8.0771,8.7798,9.2958,10.0571,10.4162,11.8534,12.1067,11.9683,11.3816,11.2072,10.7033,11.2551,11.1383,10.8701,10.6256,10.5934
Macao,MAC,0.051296,0.069616,0.095264,0.10626,0.12824,0.1319,0.15022,0.16488,0.16854,0.16854,0.20518,0.22717,0.23083,0.2235,0.26747,0.29678,0.25282,0.30778,0.41403,0.41403,0.52762,0.53494,0.48365,0.6815,0.60456,0.7328,0.8757,0.97096,0.96363,1.0296,1.0332,1.0919,1.0845,1.1871,1.2824,1.2421,1.4143,1.4986,1.5645,1.5316,1.6341,1.6854,1.5242,1.5352,1.7257,1.8357,1.6305,1.5425,1.3374,1.4546,1.1981,1.1652,1.2049,1.2185,1.2548
Macedonia (Republic of),MKD,4.2119,4.4149,4.5304,5.0399,5.71,5.875,5.8216,5.8803,6.2892,6.5208,8.5214,9.1839,8.6078,10.2828,10.3278,10.7764,11.1227,10.8166,12.0875,13.1475,12.9283,14.0699,12.9261,13.9191,14.6787,14.9734,15.6377,15.5393,16.0824,16.0471,16.0343,11.3415,10.7685,10.3325,10.4607,10.8308,11.7321,10.6256,12.6152,11.7138,12.0546,11.9886,10.926,11.2998,11.1825,11.2705,10.9297,9.4861,9.3945,8.691,8.5957,9.3285,8.6297,8.8871,8.3723
Madagascar,MDG,0.39938,0.35541,0.39571,0.46166,0.48365,0.55693,0.57891,0.84272,0.91234,0.85005,0.97096,1.0259,1.2861,1.0736,1.1871,1.6928,0.99294,0.84638,1.0186,1.1322,1.6232,1.0369,1.0223,0.67418,0.95997,1.0809,1.1798,1.3264,1.33,0.9673,0.98562,1.0736,1.0442,1.0699,1.3154,1.3117,1.4106,1.7001,1.7367,1.9236,1.8723,1.7404,1.2348,1.7001,1.8064,1.7404,1.6818,1.8137,1.9859,1.8943,2.0848,2.4476,2.5569,2.7023,2.8011
Malawi,MWI,0.43853,0.37345,0.36073,0.34682,0.32976,0.34808,0.42869,0.3664,0.38838,0.38106,0.45434,0.50197,0.54594,0.57158,0.5496,0.57891,0.58258,0.63754,0.67051,0.63754,0.71082,0.60456,0.59357,0.57525,0.55693,0.55693,0.55326,0.54594,0.54227,0.56426,0.61189,0.65952,0.65586,0.6925,0.71814,0.72914,0.71082,0.75845,0.82806,0.99661,0.90501,0.90501,0.88302,0.9563,0.97462,0.916,0.95264,0.95264,1.1468,1.0552,1.2128,1.2055,1.2522,1.3184,1.3649
Malaysia,MYS,4.2026,4.6863,4.7779,5.8294,7.4013,8.3832,9.8378,10.131,10.534,9.1417,14.59,16.6639,17.8986,17.4993,19.0345,19.4302,23.8746,22.5922,23.2188,27.2565,27.9746,30.7996,30.5468,37.9407,34.6688,36.2076,39.9523,40.729,42.6893,49.8414,56.5465,68.5351,75.2366,91.6476,93.934,121.0329,125.2722,124.7189,114.0933,107.8462,126.4996,136.6049,135.0184,160.1351,167.1956,177.2277,170.5079,187.9705,208.0676,203.7844,224.4053,225.5082,235.33,253.0745,251.5654
Maldives,MDV,,,,,,,,,,,,0.003664,0.003664,0.003664,0.003664,0.007328,0.010992,0.014656,0.021984,0.029312,0.043968,0.047632,0.047632,0.051296,0.058624,0.065952,0.080608,0.080608,0.095264,0.12458,0.15389,0.17221,0.25282,0.21618,0.21984,0.2748,0.31877,0.3664,0.33342,0.46533,0.4983,0.57525,0.68883,0.59723,0.77677,0.69982,0.88669,0.916,1.0076,1.0662,1.0736,1.1029,1.1419,1.1521,1.1945
Mali,MLI,0.12091,0.11725,0.13923,0.17587,0.17587,0.19786,0.19053,0.2235,0.19786,0.16122,0.20152,0.22717,0.24549,0.26747,0.30411,0.34075,0.34075,0.41403,0.39571,0.42869,0.39205,0.39571,0.3664,0.4177,0.43602,0.4067,0.38106,0.35907,0.38472,0.4177,0.42136,0.43602,0.44334,0.45434,0.46166,0.46899,0.48731,0.52395,0.76211,0.79509,0.82074,0.82806,0.84638,0.84272,0.8757,0.89768,0.94165,1.0076,1.0699,1.1468,1.2348,1.2494,1.3422,1.3846,1.4246
Malta,MLT,0.34075,0.29312,0.32976,0.41037,0.4983,0.47266,0.41403,0.52029,0.63754,0.65219,0.66318,0.65952,0.83906,0.80608,0.74379,0.66685,0.76211,0.80242,0.93432,0.90501,1.0223,1.1432,1.3117,0.99661,1.363,1.1981,1.4839,1.854,2.0115,2.1691,1.8668,2.0423,2.1467,2.1427,2.2541,2.213,2.2652,2.2553,2.2586,2.3481,2.3452,2.4648,2.4848,2.6637,2.6186,2.704,2.671,2.7569,2.7156,2.6426,2.6404,2.6679,2.8067,2.8059,2.8207
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047632,0.051296,0.05496,0.062288,0.065952,0.065952,0.065952,0.065952,0.069616,0.065952,0.076944,0.080608,0.084272,0.084272,0.087936,0.084272,0.0916,0.098928,0.098928,0.10259,0.10259,0.10259,0.10623,0.10717,0.11112
Martinique,MTQ,0.16854,0.17221,0.17221,0.20885,0.2345,0.24549,0.27114,0.29678,0.30778,0.32976,0.36274,0.53494,0.7841,0.94898,1.0406,0.90134,0.85005,0.85371,0.72914,0.71082,0.78043,0.78776,0.90134,1.0259,1.4803,1.2091,1.3703,1.6415,1.7294,1.5206,2.0665,1.8393,2.0445,2.0152,2.0372,2.0372,2.0225,2.0299,2.0702,2.0812,2.1178,2.1105,2.0665,2.268,2.3926,2.4769,2.3633,2.1471,2.1251,2.268,2.2644,2.4476,2.4389,2.4096,2.4388
Mauritania,MRT,0.03664,0.047632,0.062288,0.087936,0.11725,0.16122,0.17954,0.19786,0.2345,0.2748,0.42869,0.39938,0.44701,0.46899,0.48365,0.5093,0.51662,0.55693,0.58258,0.60456,0.63021,0.66318,0.88302,0.93798,0.87203,0.65586,0.37373,3.2829,3.228,2.8469,2.6637,2.748,2.9385,2.9568,3.1181,2.9642,2.9715,2.9568,1.0626,1.1322,1.1725,1.2824,1.352,1.3887,1.5352,1.5865,1.6085,1.843,1.9346,2.1288,2.1361,2.3083,2.4669,2.5384,2.606
Mauritius,MUS,0.17954,0.18686,0.25282,0.20885,0.30778,0.30411,0.2748,0.4983,0.63754,0.57158,0.4983,0.39571,0.68883,0.67784,0.6925,0.5899,0.61922,0.6412,0.63021,0.65952,0.5899,0.54227,0.50197,0.59723,0.62654,0.70715,0.79875,0.93066,0.85371,1.0516,1.4619,1.5206,1.7074,1.7734,1.6232,1.8283,1.9492,1.9969,2.1691,2.4256,2.6894,2.8616,2.8836,3.0594,3.0888,3.2939,3.6274,3.686,3.7666,3.6933,3.9132,3.9132,3.9935,4.383,4.6083
Mexico,MEX,63.0648,65.2522,63.7573,66.3074,74.218,75.1853,80.8645,90.0281,93.912,102.2036,113.9797,126.2358,132.351,144.1747,154.8809,164.3377,183.9878,192.6898,222.4671,240.6772,268.2341,284.2971,304.5883,278.2148,277.3978,288.2652,294.3181,307.1055,306.816,361.5818,314.0341,326.107,328.43,330.1777,347.8492,328.0233,341.2027,358.7532,373.7573,382.2944,382.1955,395.3126,391.5387,405.5865,411.4306,435.0817,444.9268,458.491,474.1033,450.2067,444.6997,466.1671,466.2737,465.9364,456.6358
Micronesia (Federated States of),FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076944,0.080608,0.11725,0.13557,0.17587,0.14656,0.14656,0.14656,0.12091,0.12458,0.1429,0.12091,0.16854,0.12091,0.12824,0.13278,0.13396,0.1389
Moldova,MDA,8.9496,9.2294,9.6867,10.3884,11.0481,11.7199,12.3769,12.9418,13.3054,13.8568,14.5747,15.4693,16.2786,16.9693,17.6189,18.5234,19.238,19.8939,20.5782,20.7494,21.5673,21.1599,21.5599,21.869,22.0658,23.7974,23.8624,24.8677,25.5511,25.0159,23.4548,22.6071,20.9544,15.616,12.0802,11.1825,11.5123,7.0935,6.2654,4.4994,3.5101,3.7116,3.9828,4.2869,4.5507,4.8914,4.9904,4.6753,4.7705,4.547,4.9317,4.9757,4.9115,4.7444,4.6956
Mongolia,MNG,1.2934,1.3923,1.9712,1.6012,2.0445,1.9566,1.9529,2.1508,2.4805,2.682,2.8469,3.0338,3.2793,3.4771,3.7483,4.0634,4.4005,4.9684,5.7781,6.2948,6.8737,6.6392,6.7564,6.9909,6.445,9.0208,9.6656,10.578,11.5856,10.5596,10.0357,12.1975,11.0689,9.3066,7.9545,7.9179,8.0352,7.7054,7.7017,7.5478,7.5002,7.8776,8.2806,8.0278,8.5444,8.6397,9.4898,10.0833,10.021,11.0433,11.5013,19.0638,19.7003,20.0862,20.6543
Montenegro,MNE,0.75236,0.78861,0.80926,0.90027,1.02,1.0494,1.0399,1.0504,1.1234,1.1648,1.5221,1.6405,1.5376,1.8368,1.8448,1.925,1.9868,1.9321,2.1591,2.3485,2.3093,2.5133,2.3089,2.4863,2.622,2.6746,2.7933,2.7757,2.8727,2.8664,2.8642,2.0259,1.9235,1.675,1.6294,1.7212,2.0136,2.1646,2.2777,1.5712,1.7453,1.8753,2.0049,2.1438,2.3424,2.5525,2.3816,2.2497,2.748,1.8247,2.5795,2.5685,2.4063,2.487,2.3409
Montserrat,MSR,,,0.003664,0.003664,0.007328,0.003664,0.007328,0.007328,0.007328,0.007328,0.014656,0.014656,0.014656,0.014656,0.014656,0.010992,0.010992,0.025648,0.025648,0.025648,0.014656,0.01832,0.01832,0.021984,0.021984,0.025648,0.029312,0.029312,0.032976,0.032976,0.040304,0.03664,0.040304,0.040304,0.047632,0.047632,0.047632,0.051296,0.051296,0.047632,0.05496,0.058624,0.065952,0.069616,0.069616,0.069616,0.076944,0.076944,0.076944,0.076944,0.076944,0.080608,0.080309,0.0793,0.080306
Morocco,MAR,3.6384,3.7739,3.0778,3.9571,4.4188,4.2576,5.463,5.4117,5.6242,5.8221,7.2877,8.1964,8.0425,9.6327,11.1276,11.1019,11.5379,12.6921,13.0658,15.9457,15.9311,15.8431,17.0449,17.7814,17.7997,17.851,18.8659,20.1007,21.1596,22.9,23.5229,24.9555,26.0181,28.1945,29.6161,30.3489,31.1696,31.8365,32.0124,33.1262,33.8773,37.6842,38.2228,37.5304,43.2755,45.734,47.3865,50.2261,52.8569,52.4392,55.9126,56.4916,58.2924,62.2481,64.7022
Mozambique,MOZ,1.8833,2.6308,1.9859,1.6598,2.1398,2.0042,2.1251,1.8723,2.7773,3.239,2.9825,3.6127,3.2976,3.5614,3.1474,2.8836,2.5575,2.7114,2.8726,2.6417,3.206,2.4879,2.5392,1.9749,1.5352,1.1468,0.98195,0.98195,1.0113,1.0406,1.0003,1.0259,1.0003,1.0772,1.0699,1.1102,1.0406,1.1248,1.1322,1.1871,1.3484,1.5792,1.5865,1.9163,1.9199,1.821,1.9786,2.3889,2.3376,2.5685,2.8726,3.2793,3.5749,3.6474,3.7216
Myanmar,MMR,2.715,2.5904,2.8799,2.6344,2.8579,2.726,2.8066,3.6164,2.9275,3.2133,4.613,5.1003,4.8951,4.1073,4.6716,4.5837,4.8951,5.1699,5.1516,5.0966,5.5216,5.6352,5.5949,5.7708,6.5659,6.7051,6.7857,4.972,4.1147,4.4591,4.2722,4.177,4.8841,5.3384,6.2398,6.9543,7.2511,7.4929,8.0718,8.9621,10.0797,8.7167,9.2003,9.8378,12.4246,11.6039,12.6005,12.6261,9.0208,10.3801,8.9805,10.4314,10.6145,10.8283,10.8748
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025648,1.0149,1.1212,1.1505,1.319,1.6305,1.7477,1.7954,1.9053,1.6635,1.6415,2.0152,1.7587,1.8723,1.9602,2.3083,2.3266,2.4072,3.5761,3.1804,3.1767,2.7736,2.9931,3.0986,3.1894
Nauru,NRU,,,,,0.029312,0.032976,0.032976,0.047632,0.047632,0.065952,0.065952,0.087936,0.076944,0.084272,0.098928,0.10259,0.10259,0.11358,0.11358,0.11358,0.12458,0.12458,0.12458,0.12458,0.12458,0.12458,0.16122,0.15755,0.15755,0.15755,0.15755,0.15389,0.1429,0.13923,0.1319,0.12824,0.12091,0.12091,0.11725,0.10992,0.10259,0.095264,0.0916,0.084272,0.080608,0.087936,0.05496,0.05496,0.05496,0.051296,0.05496,0.051296,0.053113,0.053584,0.055559
Nepal,NPL,0.080608,0.080608,0.087936,0.098928,0.15022,0.17954,0.19053,0.21251,0.25282,0.39938,0.22717,0.19786,0.26747,0.42136,0.42502,0.35174,0.28213,0.33709,0.32976,0.51296,0.54227,0.45434,0.44334,0.49464,0.70349,0.67784,0.70349,0.87203,0.99294,0.91234,0.63387,0.95997,1.33,1.4656,1.6964,2.0335,2.4842,2.781,2.2497,3.217,3.2316,3.4515,2.7077,2.9495,2.7663,3.239,2.6601,2.737,3.0118,3.6164,4.3272,4.3308,4.4748,4.5303,4.6783
Netherlands,NLD,73.4449,75.8265,83.29,91.153,96.7882,100.4156,103.5703,106.6957,113.4594,115.8154,141.8188,140.7599,157.6656,165.5102,160.3147,152.8951,169.5443,164.1435,170.409,187.6591,177.3632,164.8214,134.2123,138.1438,144.9368,147.8277,144.9772,152.4444,146.7945,162.9674,159.2359,164.239,162.3161,166.7125,166.673,170.7379,177.6959,171.5462,173.3811,167.8028,169.9208,175.692,175.991,179.5829,180.9854,175.9119,172.3036,172.4067,175.1717,169.9028,181.3508,168.0583,165.2617,163.5597,154.0327
Netherlands Antilles,ANT,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1809,4.6643,4.1513,5.9027,6.2105,5.1406,4.3345,6.7161,6.5622,6.4926,6.1335,6.3754,0.28213,2.1141,5.6096,5.7122,5.507,5.5107,5.7818,5.7305,5.9723,6.7198,6.4633,6.6135,5.1809,7.0752,7.049,6.9603,7.0486
New Caledonia,NCL,0.86104,0.88669,0.56426,0.61922,1.0992,1.2311,1.5096,1.4729,1.8393,1.5572,2.3926,2.4182,1.7038,2.5978,2.781,2.5282,2.3889,2.1398,1.5425,1.6415,2.0005,1.3923,1.2641,1.1542,1.2055,1.4546,1.4033,1.4583,1.5462,1.6928,1.6232,1.788,1.7697,1.7697,1.7221,1.7294,1.7624,1.8247,1.8027,2.0335,2.2973,1.9053,2.4256,2.748,2.5501,2.8359,2.7773,2.9422,3.2793,2.8469,3.9168,3.8509,3.9735,4.0282,4.1585
New Zealand,NZL,11.5343,11.7578,11.2008,12.2194,13.0951,13.6887,14.0038,13.6301,13.4762,14.2603,14.1833,15.048,16.1839,18.1881,18.7414,18.2467,19.2213,20.2839,17.9939,16.4624,17.4443,16.5136,18.2247,17.9499,19.28,21.7861,22.8744,24.0908,25.3769,25.3842,24.9159,25.5647,27.479,27.0469,27.1769,27.3066,28.5822,30.5224,29.0326,30.5451,31.3109,33.4081,33.5917,35.3542,34.9281,36.4013,36.3432,35.6476,36.4734,33.5132,33.4506,33.2585,34.2582,34.0719,34.8943
Nicaragua,NIC,0.53128,0.56059,0.65952,0.84272,0.94898,0.78043,0.95997,1.0809,1.2311,1.2861,1.4033,1.5059,1.6048,1.8283,1.9492,1.9273,2.224,2.8359,2.6308,1.7111,2.0262,2.1398,2.1141,2.0005,1.8503,1.9896,2.2607,2.4366,2.246,1.4766,2.5465,2.0042,2.3926,2.301,2.5392,2.7773,2.8726,3.14,3.4185,3.6237,3.7593,3.9608,4.0341,4.4078,4.4224,4.3162,4.4628,4.602,4.4188,4.5507,4.6203,4.8951,4.8781,4.8205,4.8779
